domain	bias_rating	category	mbfc_ideo	ave_m	ave_m_log10
mtonews.com	left-center	fake-news	-1.0		
munciereporter.com	right-center	fake-news	1.0		
muskegonsun.com	right-center	fake-news	1.0		
mutembeitv.com	right-center	fake-news	1.0		
nwiowanews.com	right-center	fake-news	1.0		
njbusinessdaily.com	right-center	fake-news	1.0		
naplesstandard.com	right-center	fake-news	1.0		
nassaustandard.com	right-center	fake-news	1.0		
naturecoasttimes.com	right-center	fake-news	1.0		
natall.com	extreme right	fake-news	1.0		
nationalinsiders.com	far right	fake-news	1.0		
nrlc.org	extreme right	fake-news	1.0		
nationalzero.com	far left	fake-news	-1.0		
naturalstatenews.com	right-center	fake-news	1.0		
naugatucktimes.com	right-center	fake-news	1.0		
ncfloridanews.com	right-center	fake-news	1.0		
ncgeorgianews.com	right-center	fake-news	1.0		
nckansasnews.com	right-center	fake-news	1.0		
ncindiananews.com	right-center	fake-news	1.0		
nckentuckynews.com	right-center	fake-news	1.0		
ncmassnews.com	right-center	fake-news	1.0		
ncminnesotanews.com	right-center	fake-news	1.0		
ncmissnews.com	right-center	fake-news	1.0		
nealabamanews.com	right-center	fake-news	1.0		
neatlantanews.com	right-center	fake-news	1.0		
nebergennews.com	right-center	fake-news	1.0		
nebraskabusinessdaily.com	right-center	fake-news	1.0		
nepanhandlenews.com	right-center	fake-news	1.0		
necalinews.com	right-center	fake-news	1.0		
necoloradonews.com	right-center	fake-news	1.0		
neconnnews.com	right-center	fake-news	1.0		
nefloridanews.com	right-center	fake-news	1.0		
neindiananews.com	right-center	fake-news	1.0		
nekansascitynews.com	right-center	fake-news	1.0		
nekansasnews.com	right-center	fake-news	1.0		
nekentuckynews.com	right-center	fake-news	1.0		
nelouisiananews.com	right-center	fake-news	1.0		
nemissnews.com	right-center	fake-news	1.0		
nemissourinews.com	right-center	fake-news	1.0		
nenebraskanews.com	right-center	fake-news	1.0		
nenewmexiconews.com	right-center	fake-news	1.0		
nenewyorktoday.com	right-center	fake-news	1.0		
nesacramentonews.com	right-center	fake-news	1.0		
nevalleytimes.com	right-center	fake-news	1.0		
nvbusinessdaily.com	right-center	fake-news	1.0		
newarkreporter.com	right-center	fake-news	1.0		
nhbusinessdaily.com	right-center	fake-news	1.0		
nmbusinessdaily.com	right-center	fake-news	1.0		
newnation.org	extreme right	fake-news	1.0		
news18.com	right-center	fake-news	1.0		
newsbreak.com	left-center	fake-news	-1.0		
newsglobal.com	far right	fake-news	1.0		
newshourfirst.com	far right	fake-news	1.0		
thepeoplesvoice.tv	extreme right	fake-news	1.0		
newspushed.com	extreme right	fake-news	1.0		
newsready.com	extreme right	fake-news	1.0		
newssloth.com	right	fake-news	1.0		
newsammo.com	far right	fake-news	1.0		
newsview.gr	extreme right	fake-news	1.0		
nybusinessdaily.com	right-center	fake-news	1.0		
nextnewsnetwork.com	extreme right	fake-news	1.0		
nolareporter.com	right-center	fake-news	1.0		
nordicmonitor.com	left-center	fake-news	-1.0		
norfolkreporter.com	right-center	fake-news	1.0		
northacadiananews.com	right-center	fake-news	1.0		
northalaskanews.com	right-center	fake-news	1.0		
northbaltimorejournal.com	right-center	fake-news	1.0		
northbirminghamtimes.com	right-center	fake-news	1.0		
northbluegrassnews.com	right-center	fake-news	1.0		
northbostonnews.com	right-center	fake-news	1.0		
northbrowardnews.com	right-center	fake-news	1.0		
ncarkansasnews.com	right-center	fake-news	1.0		
northcoastcanews.com	right-center	fake-news	1.0		
northcooknews.com	right-center	fake-news	1.0		
northcountryreporter.com	right-center	fake-news	1.0		
northdsmnews.com	right-center	fake-news	1.0		
northeastherald.org	left-center	fake-news	-1.0		
nemontananews.com	right-center	fake-news	1.0		
northernclarkcountyherald.com	left-center	fake-news	-1.0		
northernwitimes.com	left-center	fake-news	-1.0		
northegyptnews.com	right-center	fake-news	1.0		
northessexnews.com	right-center	fake-news	1.0		
northfultontoday.com	right-center	fake-news	1.0		
northgwinnettnews.com	right-center	fake-news	1.0		
northhennepinnews.com	right-center	fake-news	1.0		
northmichigannews.com	right-center	fake-news	1.0		
northidahotimes.com	right-center	fake-news	1.0		
northindynews.com	right-center	fake-news	1.0		
northinlandnews.com	right-center	fake-news	1.0		
northiowareporter.com	right-center	fake-news	1.0		
northjeffconews.com	right-center	fake-news	1.0		
northkentnews.com	right-center	fake-news	1.0		
northkentuckynews.com	right-center	fake-news	1.0		
northlaketimes.com	right-center	fake-news	1.0		
northlittlerocktimes.com	right-center	fake-news	1.0		
northmianews.com	right-center	fake-news	1.0		
northmiddlesextimes.com	right-center	fake-news	1.0		
northnevadanews.com	right-center	fake-news	1.0		
northoctimes.com	right-center	fake-news	1.0		
northomahatimes.com	right-center	fake-news	1.0		
northpanhandlenews.com	right-center	fake-news	1.0		
northpimanews.com	right-center	fake-news	1.0		
northramseynews.com	right-center	fake-news	1.0		
northsactoday.com	right-center	fake-news	1.0		
northnewcastlenews.com	right-center	fake-news	1.0		
northsfvtoday.com	right-center	fake-news	1.0		
northsgvnews.com	right-center	fake-news	1.0		
northshorelanews.com	right-center	fake-news	1.0		
northstlnews.com	right-center	fake-news	1.0		
northvegastimes.com	right-center	fake-news	1.0		
nwmontananews.com	right-center	fake-news	1.0		
nwwaynenews.com	right-center	fake-news	1.0		
nwlaketimes.com	left-center	fake-news	-1.0		
northwichitanews.com	right-center	fake-news	1.0		
novitimes.com	right-center	fake-news	1.0		
npr.news	right conspiracy-pseudoscience	fake-news	1.0		
nationalrighttolifenews.org	extreme right	fake-news	1.0		
nwalabamanews.com	right-center	fake-news	1.0		
nwarkansasnews.com	right-center	fake-news	1.0		
nwatlantanews.com	right-center	fake-news	1.0		
nwbergennews.com	right-center	fake-news	1.0		
nwconnnews.com	right-center	fake-news	1.0		
nwclarknews.com	right-center	fake-news	1.0		
nwgeorgianews.com	right-center	fake-news	1.0		
nwillinoisnews.com	right-center	fake-news	1.0		
nwjerseynews.com	right-center	fake-news	1.0		
nwkansasnews.com	right-center	fake-news	1.0		
nwkentuckynews.com	right-center	fake-news	1.0		
nwlatimes.com	right-center	fake-news	1.0		
nwlouisiananews.com	right-center	fake-news	1.0		
nwminnesotanews.com	right-center	fake-news	1.0		
nwmissnews.com	right-center	fake-news	1.0		
nwmissouritimes.com	right-center	fake-news	1.0		
nwnewmexiconews.com	right-center	fake-news	1.0		
nwriversidenews.com	right-center	fake-news	1.0		
nwvalleytimes.com	right-center	fake-news	1.0		
trendingpolitics.com	right	fake-news	1.0		
oaklandcitywire.com	right-center	fake-news	1.0		
oaklandtimes.org	left-center	fake-news	-1.0		
objectivist.co	far right	fake-news	1.0		
ocalastandard.com	right-center	fake-news	1.0		
oceancountyleader.com	right-center	fake-news	1.0		
okeechobeetimes.com	right-center	fake-news	1.0		
origo.hu	far right	fake-news	1.0		
orlandostandard.com	right-center	fake-news	1.0		
otptribune.com	left-center	fake-news	-1.0		
outragedpatriot.com	extreme right	fake-news	1.0		
overpassesforamerica.com	right	fake-news	1.0		
oxfordreporter.com	right-center	fake-news	1.0		
palmcoasttimes.com	right-center	fake-news	1.0		
panamacityreporter.com	right-center	fake-news	1.0		
parler.com	extreme right	fake-news	1.0		
passaictoday.com	right-center	fake-news	1.0		
patientdaily.com	right-center	fake-news	1.0		
patriotfetch.com	extreme right	fake-news	1.0		
thepatriotjournal.com	right	fake-news	1.0		
patrioticpost.com	far right	fake-news	1.0		
patriotnewsfeed.com	right	fake-news	1.0		
patriotpulse.net	far right	fake-news	1.0		
patriotuproar.com	far-right	fake-news	1.0		
peachtreegazette.com	left-center	fake-news	-1.0		
peachtreetimes.com	right-center	fake-news	1.0		
pelicanstatenews.com	right-center	fake-news	1.0		
pennsylvaniadailystar.com	right	fake-news	1.0		
pennsylvaniaindependent.com	left	fake-news	-1.0		
pensacolatimes.com	right-center	fake-news	1.0		
peoriastandard.com	right-center	fake-news	1.0		
perezhilton.com	left	fake-news	-1.0		
personalinterpretation.com	extreme-right	fake-news	1.0		
phxreporter.com	right-center	fake-news	1.0		
piedmonttribune.com	left-center	fake-news	-1.0		
pimatimes.com	left-center	fake-news	-1.0		
pinaltoday.com	right-center	fake-news	1.0		
pinebelttimes.com	right-center	fake-news	1.0		
pinellastimes.com	right-center	fake-news	1.0		
pinestatenews.com	right-center	fake-news	1.0		
plattenews.com	right-center	fake-news	1.0		
plymouthreporter.com	right-center	fake-news	1.0		
pocatellotimes.com	right-center	fake-news	1.0		
politicalanimalnews.com	far right	fake-news	1.0		
political-discussion.com	extreme-right	fake-news	1.0		
politnavigator.net	right	fake-news	1.0		
politros.com	right	fake-news	1.0		
polktimes.com	right-center	fake-news	1.0		
pomonavalleynews.com	right-center	fake-news	1.0		
pontiactimes.com	right-center	fake-news	1.0		
populistpress.com	extreme right	fake-news	1.0		
portlandmainenews.com	right-center	fake-news	1.0		
prairiestatewire.com	right-center	fake-news	1.0		
pravoslavie.ru/ or  orthochristian.com	right	fake-news	1.0		
presidentialhill.com	far right	fake-news	1.0		
presscalifornia.com	extreme right	fake-news	1.0		
presscorp.org	right	fake-news	1.0		
presstv.ir	right	fake-news	1.0		
en.protothema.gr	right	fake-news	1.0		
protrumpnews.com	extreme right	fake-news	1.0		
pulaskitimes.com	right-center	fake-news	1.0		
quincyreporter.com	right-center	fake-news	1.0		
rairfoundation.com	extreme right	fake-news	1.0		
rationalground.com	right	fake-news	1.0		
realnewsnow.com	extreme right	fake-news	1.0		
goodsciencing.com	extreme right	fake-news	1.0		
redacted.inc	right	fake-news	1.0		
reddingtoday.com	right-center	fake-news	1.0		
redrightdaily.com	right	fake-news	1.0		
redstatenation.com	far right	fake-news	1.0		
redvoicemedia.com	far right	fake-news	1.0		
redwoodempirenews.com	right-center	fake-news	1.0		
reformedmedia.net	extreme right	fake-news	1.0		
renoreporter.com	right-center	fake-news	1.0		
republicandaily.net	right	fake-news	1.0		
resistthemainstream.org	right	fake-news	1.0		
revolver.news	right	fake-news	1.0		
ria.ru	right-center	fake-news	1.0		
righterway.com	extreme right	fake-news	1.0		
rightnewswire.com	far right	fake-news	1.0		
rsbnetwork.com	right	fake-news	1.0		
ripostelaique.com	extreme right	fake-news	1.0		
riverbendtimes.com	right-center	fake-news	1.0		
riverparishnews.com	right-center	fake-news	1.0		
riverregiontimes.com	right-center	fake-news	1.0		
rivervalleytoday.com	right-center	fake-news	1.0		
rockfordsun.com	right-center	fake-news	1.0		
rockinghamjournal.com	left-center	fake-news	-1.0		
rockinghamtimes.com	right-center	fake-news	1.0		
rockislandtoday.com	right-center	fake-news	1.0		
rockvalleytimes.com	left-center	fake-news	-1.0		
rodong.rep.kp/en	extreme left	fake-news	-1.0		
roguereview.net	far right	fake-news	1.0		
romereporter.com	right-center	fake-news	1.0		
de.rt.com	right-center	fake-news	1.0		
rt.com/news	right-center	fake-news	1.0		
rumble.com	far-right	fake-news	1.0		
ruptly.tv	right-center	fake-news	1.0		
rushlimbaugh.com	far-right	fake-news	1.0		
salemnewswire.com	right-center	fake-news	1.0		
sandhillstoday.com	right-center	fake-news	1.0		
sandovalnews.com	right-center	fake-news	1.0		
sanfransun.com	right-center	fake-news	1.0		
sangamonsun.com	right-center	fake-news	1.0		
sanjoaquintimes.com	right-center	fake-news	1.0		
sanjosestandard.com	right-center	fake-news	1.0		
santaclaratoday.com	right-center	fake-news	1.0		
santacruzstandard.com	right-center	fake-news	1.0		
sanmateosun.com	right-center	fake-news	1.0		
santafestandard.com	right-center	fake-news	1.0		
sarasotareview.com	right-center	fake-news	1.0		
savannahstandard.com	right-center	fake-news	1.0		
savannahsuntimes.com	left-center	fake-news	-1.0		
scalaskanews.com	right-center	fake-news	1.0		
seatlantanews.com	right-center	fake-news	1.0		
scconnnews.com	right-center	fake-news	1.0		
sckansasnews.com	right-center	fake-news	1.0		
scminnesotanews.com	right-center	fake-news	1.0		
scmissnews.com	right-center	fake-news	1.0		
scmissourinews.com	right-center	fake-news	1.0		
scnebraskanews.com	right-center	fake-news	1.0		
seacoaststandard.org	left-center	fake-news	-1.0		
sealaskanews.com	right-center	fake-news	1.0		
searizonanews.com	right-center	fake-news	1.0		
sebluegrassnews.com	right-center	fake-news	1.0		
secoloradonews.com	right-center	fake-news	1.0		
seconnnews.com	right-center	fake-news	1.0		
sedenvernews.com	right-center	fake-news	1.0		
segeorgianews.com	right-center	fake-news	1.0		
segrandrapids.com	right-center	fake-news	1.0		
seillinoisnews.com	right-center	fake-news	1.0		
seindiananews.com	right-center	fake-news	1.0		
seiowanews.com	right-center	fake-news	1.0		
sekansascitynews.com	right-center	fake-news	1.0		
sekentuckynews.com	right-center	fake-news	1.0		
selatimes.com	right-center	fake-news	1.0		
seminnesotanews.com	right-center	fake-news	1.0		
semissourinews.com	right-center	fake-news	1.0		
senebraskanews.com	right-center	fake-news	1.0		
seoaklandnews.com	right-center	fake-news	1.0		
setwincities.com	right-center	fake-news	1.0		
sevegasnews.com	right-center	fake-news	1.0		
sfvtoday.com	right-center	fake-news	1.0		
sgvstandard.com	right-center	fake-news	1.0		
shafaq.com	left	fake-news	-1.0		
shelbyreview.com	right-center	fake-news	1.0		
shiawasseetimes.com	right-center	fake-news	1.0		
shoalstoday.com	right-center	fake-news	1.0		
showmestatetimes.com	right-center	fake-news	1.0		
shreveportreporter.com	right-center	fake-news	1.0		
silverstatetimes.com	right-center	fake-news	1.0		
siouxcitytimes.com	right-center	fake-news	1.0		
slaynews.com	extreme right	fake-news	1.0		
sloreporter.com	right-center	fake-news	1.0		
sohu.com	left-center	fake-news	-1.0		
solanosun.com	right-center	fake-news	1.0		
somersettimes.com	right-center	fake-news	1.0		
southabqnews.com	right-center	fake-news	1.0		
southalamedanews.com	right-center	fake-news	1.0		
southatlantanews.com	right-center	fake-news	1.0		
southbayleader.com	right-center	fake-news	1.0		
southbaysdnews.com	right-center	fake-news	1.0		
southbendtimes.com	right-center	fake-news	1.0		
southalabamatimes.com	right-center	fake-news	1.0		
southbergennews.com	right-center	fake-news	1.0		
southbrowardnews.com	right-center	fake-news	1.0		
southcentralreporter.com	right-center	fake-news	1.0		
southcooknews.com	right-center	fake-news	1.0		
southerncoloradotimes.com	left-center	fake-news	-1.0		
silnews.com	right-center	fake-news	1.0		
southernindianatoday.com	right-center	fake-news	1.0		
southdsmnews.com	right-center	fake-news	1.0		
semontananews.com	right-center	fake-news	1.0		
southeasterntimes.org	left-center	fake-news	-1.0		
southgeorgiatimes.com	right-center	fake-news	1.0		
southgwinnettnews.com	right-center	fake-news	1.0		
southhennepinnews.com	right-center	fake-news	1.0		
southindynews.com	right-center	fake-news	1.0		
southiowanews.com	right-center	fake-news	1.0		
southjeffconews.com	right-center	fake-news	1.0		
southjerseysun.com	right-center	fake-news	1.0		
southkcnews.com	right-center	fake-news	1.0		
southkentnews.com	right-center	fake-news	1.0		
southlaketoday.com	right-center	fake-news	1.0		
southlouisiananews.com	right-center	fake-news	1.0		
southmainenews.com	right-center	fake-news	1.0		
southmianews.com	right-center	fake-news	1.0		
southmichigannews.com	right-center	fake-news	1.0		
southmiddlesextimes.com	right-center	fake-news	1.0		
southnewcastlenews.com	right-center	fake-news	1.0		
southomahatimes.com	right-center	fake-news	1.0		
southorlandonews.com	right-center	fake-news	1.0		
southpalmbeachtoday.com	right-center	fake-news	1.0		
southpinellastimes.com	right-center	fake-news	1.0		
southsactoday.com	right-center	fake-news	1.0		
southsfbaynews.com	right-center	fake-news	1.0		
southsgvnews.com	right-center	fake-news	1.0		
southstlnews.com	right-center	fake-news	1.0		
swillinoisnews.com	right-center	fake-news	1.0		
swmontanatimes.com	right-center	fake-news	1.0		
southwichitanews.com	right-center	fake-news	1.0		
springfieldcitywire.com	right-center	fake-news	1.0		
springfieldstandard.com	right-center	fake-news	1.0		
springstimes.com	right-center	fake-news	1.0		
sputnikglobe.com	right-center	fake-news	1.0		
fr.sputniknews.com	right-center	fake-news	1.0		
snanews.de	right-center	fake-news	1.0		
sputniknews.in	right-center	fake-news	1.0		
it.sputniknews.com	right-center	fake-news	1.0		
stjoebentonharbor.com	right-center	fake-news	1.0		
stpetestandard.com	right-center	fake-news	1.0		
stanislausnews.com	right-center	fake-news	1.0		
stateofthenation.co	extreme-right	fake-news	1.0		
stcharlestimes.com	right-center	fake-news	1.0		
stcloudsun.com	right-center	fake-news	1.0		
steadfastclash.com	right	fake-news	1.0		
steadfastdaily.com	right	fake-news	1.0		
stoppingsocialism.com	right	fake-news	1.0		
stpaulreporter.com	right-center	fake-news	1.0		
southbirminghamtimes.com	right-center	fake-news	1.0		
southfultontoday.com	right-center	fake-news	1.0		
southoctimes.com	right-center	fake-news	1.0		
southpimanews.com	right-center	fake-news	1.0		
southsfvtoday.com	right-center	fake-news	1.0		
speech-point.com	extreme-right	fake-news	1.0		
stclairtoday.com	right-center	fake-news	1.0		
stlrecord.com	right-center	fake-news	1.0		
trumpstudents.org	right	fake-news	1.0		
sturgiscoldwaternews.com	right-center	fake-news	1.0		
